AAAABBBBCCCCDDDD||......., 0
CDDB..BD.BAA...C||.ACCDBA, 10000000
CDDB..BDDBAA....||.ACCCBA, 10000000
CDDB..BDDBAA...C||.ACC.BA, 10000000
CDDB..BDDBAA...C||.AC.CBA, 10000000
CDDB..BDDBAA..CC||.AC..BA, 10000000
CDDB...D.BAA..CC||.ABCDBA, 10000000
CDDB...DDBAA...C||.ABCCBA, 10000000
CDDB...DDBAA..CC||.ABC.BA, 10000000
CDDB..BD.BAA..CC||.A.CDBA, 10000000
CDDB..BDDBAA...C||.A.CCBA, 10000000
CDDB..BDDBAA..CC||.A.C.BA, 10000000
.DDB...BDBAA..CC||.ACDCBA, 10000000
CDDB...BDBAA..CC||.A.DCBA, 10000000
CDDB....DBAA..CC||.ABDCBA, 10000000
CDDB...D.BAA..CC||.ABDCBA, 10000000
CDDB...DDBAA..CC||.AB.CBA, 10000000
CDDB...B.BAA..CC||.ADDCBA, 10000000
CDDB...BDBAA..CC||.AD.CBA, 10000000
CDDB....DBAA..CC||.ADBCBA, 10000000
CDDB...DDBAA..CC||.A.BCBA, 10000000
CDDB..BD.BAA..CC||.A.DCBA, 10000000
CDDB..BDDBAA..CC||.A..CBA, 10000000
CDDB.CBD..AA..CC||.A.DBBA, 10000000
CDDB.CBD.BAA...C||.A.DCBA, 10000000
CDDB.CBD.BAA..CC||.A.D.BA, 10000000
CDDB..BD..AA..CC||.ABCDBA, 10000000
CDDB.CBD...A..CC||.ABADBA, 10000000
CDDB.CBD..AA..CC||.AB.DBA, 10000000
CDDB.CBD..AA..CC||.A.BDBA, 10000000
CDDB.CBD.BAA..CC||.A..DBA, 10000000
CDDB.CBD..AA...C||.ACDBBA, 10000000
CDDB.CBD.BAA....||.ACDCBA, 10000000
CDDB.CBD.BAA...C||.ACD.BA, 10000000
CDDB.CBD..AA...C||.ACBDBA, 10000000
CDDB.CBD.BAA...C||.AC.DBA, 10000000
CDDB.CBD..AA...D||.ACCBBA, 10000000
CDDB.CBD.BAA...D||.ACC.BA, 10000000
CDDB.CBDDBAA....||.ACC.BA, 10000000
CDDB.CBDDBAA....||.AC.CBA, 10000000
CDDB.CBDDBAA...C||.AC..BA, 10000000
CDDB.CBD.BAA...C||.A.CDBA, 10000000
CDDB.CBDDBAA....||.A.CCBA, 10000000
CDDB.CBDDBAA...C||.A.C.BA, 10000000
CDDB.CBDDBAA...C||.A..CBA, 10000000
CDDB.CBDDBAA..CC||.A...BA, 10000000
..DB.CBD.BAA..CC||.ADBCDA, 10000000
..DBBCBD..AA..CC||.ADBCDA, 10000000
..DBBCBD.BAA..CC||.AD.CDA, 10000000
...BBCBD.BAA..CC||.ADDCDA, 10000000
..DB.CBD.BAA..CC||.ABDCDA, 10000000
..DBBCBD.BAA..CC||.A.DCDA, 10000000
.DDB..BD.BAA..CC||.ABCCDA, 10000000
.DDB.CBD..AA..CC||.ABBCDA, 10000000
.DDB.CBD.BAA..CC||.AB.CDA, 10000000
.DDB..BD.BAA..CC||.ACBCDA, 10000000
.DDB.CBD.BAA..CC||.A.BCDA, 10000000
.DDBBCBD...A..CC||.ABACDA, 10000000
.DDBBCBD..AA..CC||.AB.CDA, 10000000
.DDBBCBD..AA..CC||.A.BCDA, 10000000
.DDBBCBD.BAA..CC||.A..CDA, 10000000
..DB.CBD.BAA..CC||.ADCBDA, 10000000
.DDB.CBD.BAA..CC||.A.CBDA, 10000000
CDDB...D.BAA..CC||.ACBBDA, 10000000
CDDB..BD.BAA..CC||.AC.BDA, 10000000
CDDB...D.BAA..CC||.ABCBDA, 10000000
CDDB..BD.BAA..CC||.A.CBDA, 10000000
CDDB.CBD.BAA..CC||.A..BDA, 10000000
CDDBBCBD......CC||.ABAADA, 10000000
CDDBBCBD...A...C||.ABACDA, 10000000
CDDBBCBD...A..CC||.ABA.DA, 10000000
CDDBBCBD...A..CC||.AB.ADA, 10000000
CDDBBCBD...A...C||.ABCADA, 10000000
CDDBBCBD..AA...D||.ABCC.A, 10000000
CDDBBCBD..AA....||.ABCCDA, 10000000
CDDBBCBD..AA...C||.ABC.DA, 10000000
CDDBBCBD..AA...C||.AB.CDA, 10000000
CDDBBCBD..AA..CC||.AB..DA, 10000000
CDDBBCBD...A..CC||.A.BADA, 10000000
CDDBBCBD..AA...C||.A.BCDA, 10000000
CDDBBCBD..AA..CC||.A.B.DA, 10000000
CDDB.CBD...A..CC||.AABBDA, 10000000
CDDBBCBD......CC||.AAABDA, 10000000
CDDBBCBD...A..CC||.AA.BDA, 10000000
CDDBBCBD...A..CC||.A.ABDA, 10000000
CDDBBCBD..AA..CC||.A..BDA, 10000000
CDDB.CBD..AA...C||.ACBBDA, 10000000
CDDB.CBD.BAA...D||.ACBC.A, 10000000
CDDB.CBD.BAA....||.ACBCDA, 10000000
CDDB.CBD.BAA...C||.ACB.DA, 10000000
CDDB..BD.BAA...C||.ACCBDA, 10000000
CDDB.CBD.BAA...C||.AC.BDA, 10000000
CDDBBCBD...A...C||.ACBADA, 10000000
CDDBBCBD..AA...D||.ACBC.A, 10000000
CDDBBCBD..AA....||.ACBCDA, 10000000
CDDBBCBD..AA...C||.ACB.DA, 10000000
CDDBBCBD...A...C||.ACABDA, 10000000
CDDBBCBD..AA...C||.AC.BDA, 10000000
CDDBBCBD..AA...D||.ACCB.A, 10000000
CDDBBCBD...A...D||.ACCABA, 10000000
CDDBBCBD..AA...D||.ACC.BA, 10000000
CDDBBCBD.BAA...D||.ACC..A, 10000000
CDDBBCBD..AA....||.ACCBDA, 10000000
CDDBBCBD.BAA....||.ACC.DA, 10000000
CDDBBCBD.BAA...D||.AC.C.A, 10000000
CDDBBCBD.BAA....||.AC.CDA, 10000000
CDDBBCBD.BAA...C||.AC..DA, 10000000
CDDBBCBD..AA...C||.A.CBDA, 10000000
CDDBBCBD.BAA...D||.A.CC.A, 10000000
CDDBBCBD.BAA....||.A.CCDA, 10000000
CDDBBCBD.BAA...C||.A.C.DA, 10000000
CDDBBCBD.BAA...C||.A..CDA, 10000000
CDDBBCBD.BAA..CC||.A...DA, 10000000
CDDB.CBD..AA...D||.ACBBCA, 10000000
CDDB.CBD.BAA...D||.ACB.CA, 10000000
CDDB.CBD.BAA....||.ACBDCA, 10000000
CDDB.CBD.BAA...C||.ACBD.A, 10000000
CDDB.CBDDBAA....||.ACBC.A, 10000000
CDDB.CBDDBAA....||.ACB.CA, 10000000
CDDB.CBDDBAA...C||.ACB..A, 10000000
CDDB..BDDBAA....||.ACCBCA, 10000000
CDDB..BDDBAA...C||.ACCB.A, 10000000
CDDB.CBD.BAA....||.ACDBCA, 10000000
CDDB.CBD.BAA...C||.ACDB.A, 10000000
CDDB.CBDDBAA....||.AC.BCA, 10000000
CDDB.CBDDBAA...C||.AC.B.A, 10000000
CDDBBCBD..AA....||.ACDBCA, 10000000
CDDBBCBD..AA...C||.ACDB.A, 10000000
CDDBBCBD...A...C||.ACDABA, 10000000
CDDBBCBD..AA....||.ACDCBA, 10000000
CDDBBCBD..AA...C||.ACD.BA, 10000000
CDDBBCBD.BAA....||.ACDC.A, 10000000
CDDB..BD.BAA...D||.ACCBCA, 10000000
CDDB.CBD.BAA...D||.AC.BCA, 10000000
CDDBBCBD...A...D||.ACBACA, 10000000
CDDBBCBD..AA...D||.ACB.CA, 10000000
CDDBBCBD...A...D||.ACABCA, 10000000
CDDBBCBD..AA...D||.AC.BCA, 10000000
CDDBBCBD.BAA...D||.AC..CA, 10000000
CDDBBCBD.BAA....||.ACD.CA, 10000000
CDDBBCBD.BAA...C||.ACD..A, 10000000
CDDBBCBD..AA....||.ACBDCA, 10000000
CDDBBCBD..AA...C||.ACBD.A, 10000000
CDDBBCBD.BAA....||.AC.DCA, 10000000
CDDBBCBD.BAA...C||.AC.D.A, 10000000
CDDBBCBDDBAA....||.ACC..A, 10000000
CDDBBCBDDBAA....||.AC.C.A, 10000000
CDDBBCBDDBAA....||.AC..CA, 10000000
CDDBBCBDDBAA...C||.AC...A, 10000000
CDDBBCBD..AA...D||.A.CBCA, 10000000
CDDBBCBD.BAA...D||.A.C.CA, 10000000
CDDBBCBD.BAA....||.A.CDCA, 10000000
CDDBBCBD.BAA...C||.A.CD.A, 10000000
CDDBBCBDDBAA....||.A.CC.A, 10000000
CDDBBCBDDBAA....||.A.C.CA, 10000000
CDDBBCBDDBAA...C||.A.C..A, 10000000
CDDBBCBDDBAA....||.A..CCA, 10000000
CDDBBCBDDBAA...C||.A..C.A, 10000000
CDDBBCBDDBAA...C||.A...CA, 10000000
CDDBBCBDDBAA..CC||.A....A, 10000000
CDDBBCBDDBAA.ACC||.A....., 10000000
CDDB.CBD.BAA..CC||..ABDA., 10000000
CDDB.CBD.BAA...C||..ABDCA, 10000000
CDDB.CBD.BAA..CC||..ABD.A, 10000000
CDDB.CBD.BAA.ACC||..ABD.., 10000000
CDDB.CBDDBAA...C||..ABAC., 10000000
CDDB.CBDDBAA....||..ABACC, 10000000
CDDB.CBDDBAA...C||..ABA.C, 10000000
CDDB.CBDDBAA..CC||..ABA.., 10000000
CDDB.CBDDBAA...C||..ABCA., 10000000
CDDB.CBDDBAA..CC||..AB.A., 10000000
CDDB.CBD..AA..CC||..ABBDA, 10000000
CDDB.CBD.BAA...C||..ABCDA, 10000000
CDDB.CBD.BAA..CC||..AB.DA, 10000000
CDDB.CBDDBAA....||..ABCCA, 10000000
CDDB.CBDDBAA...C||..ABC.A, 10000000
CDDB.CBDDBAA...C||..AB.CA, 10000000
CDDB.CBDDBAA..CC||..AB..A, 10000000
CDDB.CBDDBAA.ACC||..AB..., 10000000
CDDB..BDDBAA..CC||..ACBA., 10000000
CDDB..BDDBAA...C||..ACBCA, 10000000
CDDB..BDDBAA..CC||..ACB.A, 10000000
CDDB..BDDBAA.ACC||..ACB.., 10000000
CDDB.CBD.BAA..CC||..ADBA., 10000000
CDDB.CBD.BAA...C||..ADBCA, 10000000
CDDB.CBD.BAA..CC||..ADB.A, 10000000
CDDB.CBD.BAA.ACC||..ADB.., 10000000
CDDB.CBDDBAA..CC||..A.BA., 10000000
CDDB.CBDDBAA...C||..A.BCA, 10000000
CDDB.CBDDBAA..CC||..A.B.A, 10000000
CDDB.CBDDBAA.ACC||..A.B.., 10000000
CDDBBCBD..AA..CC||..ADBA., 10000000
CDDBBCBD..AA...C||..ADBCA, 10000000
CDDBBCBD..AA..CC||..ADB.A, 10000000
CDDBBCBD..AA.ACC||..ADB.., 10000000
CDDBBCBD...A.ACC||..ADAB., 10000000
CDDBBCBD..AA..CC||..ADAB., 10000000
CDDBBCBD..AA.ACC||..AD.B., 10000000
CDDBBCBD...A..CC||..ADAAB, 10000000
CDDBBCBD...A.ACC||..ADA.B, 10000000
CDDBBCBD.....ACC||..ADAAB, 10000000
CDDBBCBD...A.ACC||..AD.AB, 10000000
CDDBBCBD..AA...C||..ADACB, 10000000
CDDBBCBD..AA..CC||..ADA.B, 10000000
CDDBBCBD..AA...C||..ADCAB, 10000000
CDDBBCBD..AA..CC||..AD.AB, 10000000
CDDBBCBD..AA.ACC||..AD..B, 10000000
CDDBBCBD.BAA...C||..ADAC., 10000000
CDDBBCBD.BAA....||..ADACC, 10000000
CDDBBCBD.BAA...C||..ADA.C, 10000000
CDDBBCBD.BAA..CC||..ADA.., 10000000
CDDBBCBD.BAA...C||..ADCA., 10000000
CDDBBCBD.BAA..CC||..AD.A., 10000000
CDDBBCBD...A..CC||..ADABA, 10000000
CDDBBCBD..AA...C||..ADCBA, 10000000
CDDBBCBD..AA..CC||..AD.BA, 10000000
CDDBBCBD.BAA....||..ADCCA, 10000000
CDDBBCBD.BAA...C||..ADC.A, 10000000
CDDBBCBD.BAA...C||..AD.CA, 10000000
CDDBBCBD.BAA..CC||..AD..A, 10000000
CDDBBCBD.BAA.ACC||..AD..., 10000000
CDDBBCBD..AA..CC||..ABDA., 10000000
CDDBBCBD..AA...C||..ABDCA, 10000000
CDDBBCBD..AA..CC||..ABD.A, 10000000
CDDBBCBD..AA.ACC||..ABD.., 10000000
CDDBBCBD.BAA..CC||..A.DA., 10000000
CDDBBCBD.BAA...C||..A.DCA, 10000000
CDDBBCBD.BAA..CC||..A.D.A, 10000000
CDDBBCBD.BAA.ACC||..A.D.., 10000000
CDDBBCBD.BAA...C||..AADC., 10000000
CDDBBCBD..AA...D||..AABCC, 10000000
CDDBBCBD.BAA...D||..AA.CC, 10000000
CDDBBCBD.BAA....||..AADCC, 10000000
CDDBBCBD.BAA...C||..AAD.C, 10000000
CDDBBCBD.BAA..CC||..AAD.., 10000000
CDDBBCBDDBAA....||..AACC., 10000000
CDDBBCBDDBAA....||..AAC.C, 10000000
CDDBBCBDDBAA...C||..AAC.., 10000000
CDDBBCBDDBAA...C||..AA.C., 10000000
CDDBBCBD..AA...C||..AABDC, 10000000
CDDBBCBD.BAA...D||..AAC.C, 10000000
CDDBBCBD.BAA....||..AACDC, 10000000
CDDBBCBD.BAA...C||..AA.DC, 10000000
CDDBBCBDDBAA....||..AA.CC, 10000000
CDDBBCBDDBAA...C||..AA..C, 10000000
CDDBBCBDDBAA..CC||..AA..., 10000000
CDDBBCBDDBAA...C||..A.AC., 10000000
CDDBBCBDDBAA....||..A.ACC, 10000000
CDDBBCBDDBAA...C||..A.A.C, 10000000
CDDBBCBDDBAA..CC||..A.A.., 10000000
CDDBBCBD.BAA...C||..ACDA., 10000000
CDDBBCBDDBAA....||..ACCA., 10000000
CDDBBCBDDBAA...C||..AC.A., 10000000
CDDBBCBDDBAA...C||..A.CA., 10000000
CDDBBCBDDBAA..CC||..A..A., 10000000
CDDB..BD.BAA..CC||..ACDBA, 10000000
CDDB..BDDBAA...C||..ACCBA, 10000000
CDDB..BDDBAA..CC||..AC.BA, 10000000
CDDB...DDBAA..CC||..ABCBA, 10000000
CDDB..BD.BAA..CC||..ADCBA, 10000000
CDDB..BDDBAA..CC||..A.CBA, 10000000
CDDB.CBD..AA..CC||..ADBBA, 10000000
CDDB.CBD.BAA...C||..ADCBA, 10000000
CDDB.CBD.BAA..CC||..AD.BA, 10000000
CDDB.CBD..AA..CC||..ABDBA, 10000000
CDDB.CBD.BAA..CC||..A.DBA, 10000000
CDDB.CBD.BAA...C||..ACDBA, 10000000
CDDB.CBDDBAA....||..ACCBA, 10000000
CDDB.CBDDBAA...C||..AC.BA, 10000000
CDDB.CBDDBAA...C||..A.CBA, 10000000
CDDB.CBDDBAA..CC||..A..BA, 10000000
CDDB..BD.BAA..CC||..ACBDA, 10000000
CDDB.CBD.BAA..CC||..A.BDA, 10000000
CDDBBCBD...A..CC||..ABADA, 10000000
CDDBBCBD..AA...C||..ABCDA, 10000000
CDDBBCBD..AA..CC||..AB.DA, 10000000
CDDBBCBD...A..CC||..AABDA, 10000000
CDDBBCBD..AA..CC||..A.BDA, 10000000
CDDBBCBD..AA...C||..ACBDA, 10000000
CDDBBCBD.BAA...D||..ACC.A, 10000000
CDDBBCBD.BAA....||..ACCDA, 10000000
CDDBBCBD.BAA...C||..AC.DA, 10000000
CDDBBCBD.BAA...C||..A.CDA, 10000000
CDDBBCBD.BAA..CC||..A..DA, 10000000
CDDBBCBD..AA...D||..ACBCA, 10000000
CDDBBCBD.BAA...D||..AC.CA, 10000000
CDDBBCBD.BAA....||..ACDCA, 10000000
CDDBBCBD.BAA...C||..ACD.A, 10000000
CDDBBCBDDBAA....||..ACC.A, 10000000
CDDBBCBDDBAA....||..AC.CA, 10000000
CDDBBCBDDBAA...C||..AC..A, 10000000
CDDBBCBDDBAA....||..A.CCA, 10000000
CDDBBCBDDBAA...C||..A.C.A, 10000000
CDDBBCBDDBAA...C||..A..CA, 10000000
CDDBBCBDDBAA..CC||..A...A, 10000000
CDDBBCBDDBAA.ACC||..A...., 10000000
CDDBBCBD.BAA..CC||...ADA., 10000000
CDDBBCBD.BAA...C||...ADCA, 10000000
CDDBBCBD.BAA..CC||...AD.A, 10000000
CDDBBCBD.BAA.ACC||...AD.., 10000000
CDDBBCBDDBAA...C||...AAC., 10000000
CDDBBCBDDBAA....||...AACC, 10000000
CDDBBCBDDBAA...C||...AA.C, 10000000
CDDBBCBDDBAA..CC||...AA.., 10000000
CDDBBCBDDBAA...C||...ACA., 10000000
CDDBBCBDDBAA..CC||...A.A., 10000000
CDDBBCBD..AA..CC||...ABDA, 10000000
CDDBBCBD.BAA...C||...ACDA, 10000000
CDDBBCBD.BAA..CC||...A.DA, 10000000
CDDBBCBDDBAA....||...ACCA, 10000000
CDDBBCBDDBAA...C||...AC.A, 10000000
CDDBBCBDDBAA...C||...A.CA, 10000000
CDDBBCBDDBAA..CC||...A..A, 10000000
CDDBBCBDDBAA.ACC||...A..., 10000000
CDDBBCBDDBAA..CC||....AA., 10000000
CDDBBCBDDBAA...C||....ACA, 10000000
CDDBBCBDDBAA..CC||....A.A, 10000000
CDDBBCBDDBAA.ACC||....A.., 10000000
CDDBBCBDDBAA.ACC||.....A., 10000000
.....CBDDBAA..CC||DDBBACA, 10000000
.....CBDDBAA.ACC||DDBB.CA, 10000000
......BDDBAA.ACC||DDBCBCA, 10000000
.....CBDDBAA.ACC||DDB.BCA, 10000000
....BCBD.BAA..CC||DDBADCA, 10000000
....BCBDDBAA...C||DDBACCA, 10000000
....BCBDDBAA..CC||DDBA.CA, 10000000
....BCBDDBAA..CC||DDB.ACA, 10000000
....BCBDDBAA.ACC||DDB..CA, 10000000
....BCBDDBAA..CC||DD.BACA, 10000000
....BCBDDBAA.ACC||DD.B.CA, 10000000
......BDDBAA.ACC||DDCBBCA, 10000000
.....CBDDBAA.ACC||DD.BBCA, 10000000
.....CBD.BAA.ACC||DDDBBCA, 10000000
....BCBD..AA.ACC||DDDBBCA, 10000000
....BCBD.BAA.ACC||DDD.BCA, 10000000
....BCBD.BAA.ACC||DD.DBCA, 10000000
....BCBDDBAA.ACC||DD..BCA, 10000000
...B..BDDBAA..CC||DDBCACA, 10000000
...B..BDDBAA.ACC||DDBC.CA, 10000000
...B...DDBAA.ACC||DDBBCCA, 10000000
...B..BD.BAA.ACC||DDBDCCA, 10000000
...B..BDDBAA.ACC||DDB.CCA, 10000000
...B.CBD.BAA..CC||DDBADCA, 10000000
...B.CBDDBAA...C||DDBACCA, 10000000
...B.CBDDBAA..CC||DDBA.CA, 10000000
...B.CBDDBAA..CC||DDB.ACA, 10000000
...B.CBDDBAA.ACC||DDB..CA, 10000000
...B..BDDBAA..CC||DDCBACA, 10000000
...B..BDDBAA.ACC||DDCB.CA, 10000000
...B.CBDDBAA..CC||DD.BACA, 10000000
...B.CBDDBAA.ACC||DD.B.CA, 10000000
...B...DDBAA.ACC||DDCBBCA, 10000000
...B..BDDBAA.ACC||DDC.BCA, 10000000
...B...DDBAA.ACC||DDBCBCA, 10000000
...B..BDDBAA.ACC||DD.CBCA, 10000000
...B.CBDDBAA.ACC||DD..BCA, 10000000
...B.CBD.BAA..CC||DDABDCA, 10000000
...B.CBDDBAA...C||DDABCCA, 10000000
...B.CBDDBAA..CC||DDAB.CA, 10000000
...B..BDDBAA..CC||DDACBCA, 10000000
...B.CBD.BAA..CC||DDADBCA, 10000000
...B.CBDDBAA..CC||DDA.BCA, 10000000
...BBCBD..AA..CC||DDADBCA, 10000000
...BBCBD.BAA...C||DDADCCA, 10000000
...BBCBD.BAA..CC||DDAD.CA, 10000000
...BBCBD..AA..CC||DDABDCA, 10000000
...BBCBD.BAA..CC||DDA.DCA, 10000000
...BBCBD.BAA...C||DDACDCA, 10000000
...BBCBDDBAA....||DDACCCA, 10000000
...BBCBDDBAA...C||DDAC.CA, 10000000
...BBCBDDBAA...C||DDA.CCA, 10000000
...BBCBDDBAA..CC||DDA..CA, 10000000
...BBCBD.BAA..CC||DD.ADCA, 10000000
...BBCBDDBAA...C||DD.ACCA, 10000000
...BBCBDDBAA..CC||DD.A.CA, 10000000
...BBCBDDBAA..CC||DD..ACA, 10000000
...BBCBDDBAA.ACC||DD...CA, 10000000
.....CBDDBAA..CC||DBDBACA, 10000000
.....CBDDBAA.ACC||DBDB.CA, 10000000
......BDDBAA.ACC||DBDCBCA, 10000000
.....CBDDBAA.ACC||DBD.BCA, 10000000
....BCBD.BAA..CC||DBDADCA, 10000000
....BCBDDBAA...C||DBDACCA, 10000000
....BCBDDBAA..CC||DBDA.CA, 10000000
....BCBDDBAA..CC||DBD.ACA, 10000000
....BCBDDBAA.ACC||DBD..CA, 10000000
...B.CBDDBAA..CC||D.DBACA, 10000000
...B.CBDDBAA.ACC||D.DB.CA, 10000000
...B..BDDBAA.ACC||D.DCBCA, 10000000
...B.CBDDBAA.ACC||D.D.BCA, 10000000
...BBCBD.BAA..CC||D.DADCA, 10000000
...BBCBDDBAA...C||D.DACCA, 10000000
...BBCBDDBAA..CC||D.DA.CA, 10000000
...BBCBDDBAA..CC||D.D.ACA, 10000000
...BBCBDDBAA.ACC||D.D..CA, 10000000
.....CBDDBAA..CC||DBBDACA, 10000000
.....CBDDBAA.ACC||DBBD.CA, 10000000
....BCBDDBAA..CC||DB.DACA, 10000000
....BCBDDBAA.ACC||DB.D.CA, 10000000
....BCBDDBAA..CC||D.BDACA, 10000000
....BCBDDBAA.ACC||D.BD.CA, 10000000
...B..BDDBAA..CC||DBCDACA, 10000000
...B..BDDBAA.ACC||DBCD.CA, 10000000
...B.CBDDBAA..CC||DB.DACA, 10000000
...B.CBDDBAA.ACC||DB.D.CA, 10000000
...B.CBDDBAA..CC||D.BDACA, 10000000
...B.CBDDBAA.ACC||D.BD.CA, 10000000
...BBCBDDBAA..CC||D..DACA, 10000000
...BBCBDDBAA.ACC||D..D.CA, 10000000
......BDDBAA.ACC||DBBCDCA, 10000000
.....CBDDBAA.ACC||DBB.DCA, 10000000
......BDDBAA.ACC||DBCBDCA, 10000000
.....CBDDBAA.ACC||DB.BDCA, 10000000
....BCBDDBAA.ACC||DB..DCA, 10000000
.....CBDDBAA.ACC||D.BBDCA, 10000000
....BCBDDBAA.ACC||D.B.DCA, 10000000
....BCBDDBAA.ACC||D..BDCA, 10000000
...B...DDBAA.ACC||DBCBDCA, 10000000
...B..BDDBAA.ACC||DBC.DCA, 10000000
...B...DDBAA.ACC||DBBCDCA, 10000000
...B..BDDBAA.ACC||DB.CDCA, 10000000
...B.CBDDBAA.ACC||DB..DCA, 10000000
...B..BDDBAA.ACC||D.BCDCA, 10000000
...B.CBDDBAA.ACC||D.B.DCA, 10000000
......BDDBAA.ACC||DCBBDCA, 10000000
...B...DDBAA.ACC||DCBBDCA, 10000000
...B..BDDBAA.ACC||DC.BDCA, 10000000
...B..BDDBAA.ACC||D.CBDCA, 10000000
...B.CBDDBAA.ACC||D..BDCA, 10000000
...BBCBDDBAA.ACC||D...DCA, 10000000
...B..BDDBAA..CC||DBDCACA, 10000000
...B..BDDBAA.ACC||DBDC.CA, 10000000
...B...DDBAA.ACC||DBDBCCA, 10000000
...B..BDDBAA.ACC||DBD.CCA, 10000000
...B.CBD.BAA..CC||DBDADCA, 10000000
...B.CBDDBAA...C||DBDACCA, 10000000
...B.CBDDBAA..CC||DBDA.CA, 10000000
...B.CBDDBAA..CC||DBD.ACA, 10000000
...B.CBDDBAA.ACC||DBD..CA, 10000000
..DB...DDBAA..CC||DBCBACA, 10000000
..DB...DDBAA.ACC||DBCB.CA, 10000000
..DB....DBAA.ACC||DBCDBCA, 10000000
..DB...D.BAA.ACC||DBCDBCA, 10000000
..DB...DDBAA.ACC||DBC.BCA, 10000000
..DB..BD.BAA..CC||DBCADCA, 10000000
..DB..BDDBAA...C||DBCACCA, 10000000
..DB..BDDBAA..CC||DBCA.CA, 10000000
..DB..BDDBAA..CC||DBC.ACA, 10000000
..DB..BDDBAA.ACC||DBC..CA, 10000000
..DB...DDBAA..CC||DBBCACA, 10000000
..DB...DDBAA.ACC||DBBC.CA, 10000000
..DB..BDDBAA..CC||DB.CACA, 10000000
..DB..BDDBAA.ACC||DB.C.CA, 10000000
......BDDBAA.ACC||DBBDCCA, 10000000
...B...DDBAA.ACC||DBBDCCA, 10000000
...B..BDDBAA.ACC||DB.DCCA, 10000000
...B...BDBAA.ACC||DBDDCCA, 10000000
..DB...BDBAA.ACC||DB.DCCA, 10000000
..DB....DBAA.ACC||DBBDCCA, 10000000
..DB...DDBAA.ACC||DBB.CCA, 10000000
..DB...BDBAA.ACC||DBD.CCA, 10000000
..DB....DBAA.ACC||DBDBCCA, 10000000
..DB...DDBAA.ACC||DB.BCCA, 10000000
..DB..BDDBAA.ACC||DB..CCA, 10000000
..DB..BD.BAA..CC||DBACDCA, 10000000
..DB..BDDBAA...C||DBACCCA, 10000000
..DB..BDDBAA..CC||DBAC.CA, 10000000
..DB...DDBAA..CC||DBABCCA, 10000000
..DB..BD.BAA..CC||DBADCCA, 10000000
..DB..BDDBAA..CC||DBA.CCA, 10000000
..DB.CBD..AA..CC||DBADBCA, 10000000
..DB.CBD.BAA...C||DBADCCA, 10000000
..DB.CBD.BAA..CC||DBAD.CA, 10000000
..DB.CBD..AA..CC||DBABDCA, 10000000
..DB.CBD.BAA..CC||DBA.DCA, 10000000
..DB.CBD.BAA...C||DBACDCA, 10000000
..DB.CBDDBAA....||DBACCCA, 10000000
..DB.CBDDBAA...C||DBAC.CA, 10000000
..DB.CBDDBAA...C||DBA.CCA, 10000000
..DB.CBDDBAA..CC||DBA..CA, 10000000
..DB.CBD.BAA..CC||DB.ADCA, 10000000
..DB.CBDDBAA...C||DB.ACCA, 10000000
..DB.CBDDBAA..CC||DB.A.CA, 10000000
..DB.CBDDBAA..CC||DB..ACA, 10000000
..DB.CBDDBAA.ACC||DB...CA, 10000000
..DB..BDDBAA..CC||D.BCACA, 10000000
..DB..BDDBAA.ACC||D.BC.CA, 10000000
..DB...DDBAA.ACC||D.BBCCA, 10000000
..DB..BD.BAA.ACC||D.BDCCA, 10000000
..DB..BDDBAA.ACC||D.B.CCA, 10000000
..DB.CBD.BAA..CC||D.BADCA, 10000000
..DB.CBDDBAA...C||D.BACCA, 10000000
..DB.CBDDBAA..CC||D.BA.CA, 10000000
..DB.CBDDBAA..CC||D.B.ACA, 10000000
..DB.CBDDBAA.ACC||D.B..CA, 10000000
...B..BDDBAA..CC||DCDBACA, 10000000
...B..BDDBAA.ACC||DCDB.CA, 10000000
..DB...DDBAA..CC||DCBBACA, 10000000
..DB...DDBAA.ACC||DCBB.CA, 10000000
..DB..BDDBAA..CC||DC.BACA, 10000000
..DB..BDDBAA.ACC||DC.B.CA, 10000000
..DB..BDDBAA..CC||D.CBACA, 10000000
..DB..BDDBAA.ACC||D.CB.CA, 10000000
..DB.CBDDBAA..CC||D..BACA, 10000000
..DB.CBDDBAA.ACC||D..B.CA, 10000000
......BDDBAA.ACC||DBCDBCA, 10000000
.....CBDDBAA.ACC||DB.DBCA, 10000000
.....CBDDBAA.ACC||D.BDBCA, 10000000
......BDDBAA.ACC||DCBDBCA, 10000000
...B...DDBAA.ACC||DCBDBCA, 10000000
...B..BDDBAA.ACC||DC.DBCA, 10000000
...B..BDDBAA.ACC||D.CDBCA, 10000000
...B.CBDDBAA.ACC||D..DBCA, 10000000
...B...DDBAA.ACC||DCDBBCA, 10000000
...B..BDDBAA.ACC||DCD.BCA, 10000000
...B...BDBAA.ACC||DCDDBCA, 10000000
..DB...BDBAA.ACC||DC.DBCA, 10000000
..DB....DBAA.ACC||DCBDBCA, 10000000
..DB...DDBAA.ACC||DCB.BCA, 10000000
..DB..BB.BAA..CC||DCDADCA, 10000000
..DB..BBDBAA...C||DCDACCA, 10000000
..DB..BBDBAA..CC||DCDA.CA, 10000000
..DB..BBDBAA..CC||DCD.ACA, 10000000
..DB..BBDBAA.ACC||DCD..CA, 10000000
..DB...BDBAA.ACC||DCD.BCA, 10000000
..DB....DBAA.ACC||DCDBBCA, 10000000
